titulo,ano,paginas,adulto,artes,autoajuda,aventura,biografia,comunicação,contos,crime,crônica,culinária,decoração,drama,economia,ensaios,entretenimento,erótico,fantasia,ficção,filosofia,história,infantil,infantojuvenil,brasileira,estrangeira,matemática,memórias,música,não-ficção,poesias,policial,política,psicologia,religião,romance,saúde,sexo,sociologia,suspense,terror,viagens,gender,ratingcurrent,resenhas,abandonos,relendo,querem_ler,lendo,leram,favoritos,desejados,trocam,avaliaram
F*deu Geral: Um Livro Sobre Esperança?,2019,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,3.7,148,97,6,3.676,402,1.580,98,568,26,1.202
A vida não é justa,2019,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.3,38,3,2,1.257,71,706,60,176,4,498
Tempo de Luz,2019,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.6,6,3,0,795,5,20,4,74,2,28
Oblivion Song: Canção do Silêncio,2019,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,53,1,0,976,14,533,23,116,6,482
"Só Pode Ser Brincadeira, Sr. Feynman!",2019,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,21,1,3,760,60,217,34,71,4,171
Ponti,2019,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,2.9,74,42,0,1.162,29,497,16,145,5,440
Bird Box: Caixa de Pássaros,2019,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,3,0,0,80,3,79,10,15,1,62
Black Hammer,2019,136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.4,33,0,0,328,6,657,55,89,2,561
Mister,2019,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.5,364,162,3,2.743,258,3.566,192,360,41,2.809
A Pena e a Lei,2019,184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,5,3,1,356,29,436,19,78,3,222
O que Aconteceu com Annie,2019,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,3.8,797,95,4,7.110,465,6.272,298,1.461,15,5.187
Why Not,2019,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.4,2,1,0,141,7,81,5,24,2,64
Raízes do Mal,2019,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,3.9,150,103,9,2.624,304,1.317,111,511,15,1.087
Um Lugar Bem Longe Daqui,2019,336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,1.397,129,3,15.348,710,8.411,2.058,2.427,12,7.201
E se fosse a gente?,2019,352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,224,30,2,3.908,154,2.096,219,716,6,1.773
Noite em Caracas,2019,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,45,4,0,867,23,300,14,116,4,256
Este é o mar,2019,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.4,29,3,1,744,7,233,9,63,6,199
130 anos: Em busca da República,2019,256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M,3.8,0,0,0,61,8,1,0,16,1,9
Daqui Pra Baixo,2019,320,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,F,4.3,503,5,0,3.579,54,3.492,532,791,11,3.142
As Férias da Minha Vida,2019,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,116,23,0,2.428,64,697,76,296,8,604
O Labirinto do Fauno,2019,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,579,29,6,9.238,339,3.635,859,2.161,3,3.105
Medicina dos Horrores,2019,320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,F,4.3,243,82,0,5.554,425,1.654,184,1.012,5,1.398
Mundo Em Caos (Vol. 1),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,13,0,1,0,7,0,0
O desaparecimento de Josef Mengele,2019,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,10,1,1,1.346,11,99,6,152,3,85
Pátria,2019,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.4,111,36,1,2.043,87,640,132,393,4,567
Contato de Emergência,2019,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,192,52,0,2.956,68,1.265,112,626,3,1.097
Teto Para Dois,2019,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.4,4.165,387,12,25.347,1.735,28.625,5.064,4.410,15,22.538
Caçadores de Nazistas,2019,432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,4,2,0,1.057,13,33,4,121,2,37
Pare Com Essa Merda,2019,208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,3.6,16,1,0,730,16,53,9,55,2,56
Inspeção,2019,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,3.7,110,22,0,2.424,66,519,43,516,7,439
Serpentário,2019,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,160,21,0,2.250,88,1.005,69,399,5,893
Rede de Sussurros,2019,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,F,4.1,279,43,1,4.026,185,1.537,163,701,9,1.402
Agassi,2019,448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.5,36,17,1,468,51,799,104,60,8,569
O Construtor de Pontes,2019,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,207,39,0,5.122,189,1.382,245,1.040,7,1.120
Medicina Dos Horrores,2019,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,F,4.6,0,0,0,48,6,12,3,20,0,16
Um Caminho Para a Liberdade,2019,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.6,689,69,6,7.871,324,3.651,864,1.542,9,3.150
Cem,2019,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.4,162,1,1,1.513,7,1.479,200,384,8,1.252
Cova 312,2019,336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.4,79,17,0,2.437,88,796,72,542,5,598
Histórias das Histórias que Contei,2019,328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.4,1,0,0,26,1,8,2,11,2,6
Tim Cook: O Gênio que Mudou o Futuro da Apple,2019,336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M,3.9,4,0,0,84,5,9,2,16,2,31
Me Encontre,2019,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.5,174,42,0,1.756,160,1.386,83,321,6,1.128
Descender: Estrelas de Lata,2019,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.3,15,0,0,97,3,89,10,35,1,81
"Ada Batista, Cientista",2019,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,2,0,0,48,0,11,2,19,0,16
Café Da Manhã Dos Campeões,2019,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,61,17,5,1.629,72,1.088,162,385,5,741
A Quietude É A Chave,2019,288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,6,2,0,424,15,56,11,67,2,46
Segredo De Justiça,2019,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,18,4,1,334,25,356,15,76,2,236
"Rita Bandeira, Engenheira",2019,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.9,0,1,0,32,0,4,1,11,1,6
"Sofia Pimenta, Futura Presidenta",2019,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.8,0,0,0,49,1,5,2,15,2,13
"Paulo Roberto, Arquiteto",2019,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.4,1,0,0,1,0,12,0,10,0,9
"Quem é você, Alasca?",2019,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,2.246,3.239,317,130.793,4.138,152.565,17.096,9.648,1.405,64.375
Os Segredos que Guardamos,2019,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,138,7,0,2.473,75,756,62,340,5,684
Na Raça,2019,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.2,42,2,0,747,52,436,18,58,5,327
Descender: Estrelas De Lata,2019,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,48,0,0,511,19,375,24,86,3,335
REDE DE SUSSURROS,2019,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,F,4.1,279,43,1,4.026,185,1.537,163,701,9,1.402
Os Heróis do Olimpo,2019,2708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,0,1,1,29,3,21,2,6,0,13
F*deu geral,2019,224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,3.7,148,97,6,3.676,402,1.580,98,568,26,1.202
O Labirinto de Fogo,2019,368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.4,220,36,6,5.347,229,3.828,352,1.237,1,2.647
Cinquenta tons de liberdade: O capítulo final,2018,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.3,17,12,5,781,14,920,100,74,4,468
O Senhor do Caos,2018,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.7,19,1,0,1.747,41,398,113,295,5,317
Mais escuro,2018,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,157,83,11,3.102,250,4.908,704,631,19,3.182
Me Chame Pelo Seu Nome,2018,288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.3,900,407,32,9.026,1.009,12.085,3.064,1.751,38,9.766
Todo dia a mesma noite,2018,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.7,362,31,1,3.100,165,3.621,476,870,7,2.819
O método TB12,2018,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,3.7,2,5,0,535,19,31,5,29,6,26
A Grande Jogada,2018,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,20,1,0,244,16,217,22,37,7,172
O Homem de Giz,2018,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,3.8,1.952,371,20,21.018,1.626,21.765,1.386,2.856,90,15.934
A Forma da Água,2018,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,207,178,3,5.506,267,2.184,371,1.138,24,1.679
Mais Escuro (Grey Vol. 2),2018,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,0,1,0,69,9,27,5,4,0,16
Um Cavalheiro em Moscou,2018,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.3,42,17,0,2.010,49,431,63,277,2,347
As Oito Montanhas,2018,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.5,14,4,0,1.067,17,135,6,87,5,103
TazerCraft,2018,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,0,1,0,302,2,18,4,9,1,11
Ferramentas Dos Titãs,2018,768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.4,9,5,4,1.089,114,131,34,167,4,83
Aniquilação,2018,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,F,3.6,226,71,2,3.133,166,3.438,262,766,36,2.645
Um cavalheiro em Moscou,2018,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.3,42,17,0,2.010,49,431,63,277,2,347
Ikigai,2018,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,78,18,3,1.872,129,989,65,231,7,706
Bruce Dickinson: Uma autobiografia,2018,320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.3,29,0,0,668,39,252,46,105,2,222
Os distorcidos,2018,288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,F,4.0,21,6,2,861,30,186,31,74,2,145
Segredos do Acampamento Meio-Sangue,2018,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,56,0,2,1.997,43,780,68,489,2,594
Trilha sonora para o fim dos tempos,2018,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,16,0,1,419,20,120,16,78,3,95
"Com Amor, Simon",2018,272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.4,1.043,272,36,14.078,752,21.414,4.261,3.351,56,15.772
"Estúpida, eu?",2018,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,25,7,0,914,36,586,37,91,2,410
Deuses Americanos,2018,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,578,894,63,18.913,2.505,17.940,2.311,3.646,57,11.411
Todas as Coisas Belas,2018,272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,123,10,0,2.409,79,1.334,158,398,6,1.041
Nix,2018,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,51,24,1,1.732,92,441,99,344,8,384
No Tempo dos Feiticeiros,2018,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,30,2,0,1.210,20,253,40,195,3,216
Comer Para Não Morrer,2018,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,F,4.6,4,2,3,833,98,106,16,123,2,68
Pequenos incêndios por toda parte,2018,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,4.0,741,176,2,9.256,393,6.428,606,1.926,14,5.359
Tudo o que nunca contei,2018,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,F,4.1,310,69,1,9.703,162,3.473,416,2.063,16,2.792
"Logo, logo",2018,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,6,1,0,924,31,69,6,77,6,47
A essência do mal,2018,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,3.7,137,48,0,3.555,93,913,69,814,13,752
Praia de Manhattan,2018,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.6,16,11,0,701,31,221,9,130,9,191
O que Alice esqueceu,2018,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,270,53,0,7.357,160,3.128,367,1.859,12,2.393
A princesa prometida,2018,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,120,74,2,4.015,127,1.246,168,1.179,7,1.043
Uma Casa No Fundo de Um Lago,2018,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,3.0,776,108,2,4.220,199,6.203,153,643,166,5.098
Mentes sombrias,2018,384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,88,87,6,4.707,133,1.755,291,1.172,27,1.328
Refúgio no Sábado,2018,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,1,0,0,45,2,20,2,19,2,21
Variações Enigma,2018,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.6,59,27,1,1.031,68,772,74,277,5,612
Leah Fora de Sintonia,2018,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,203,34,1,3.368,115,2.534,279,722,11,2.068
A FORMA DA ÁGUA,2018,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,5.0,0,1,0,16,0,4,1,3,1,2
Princípios,2018,592,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.4,21,8,0,1.860,231,282,37,175,1,200
Uma certa ideia de Brasil,2018,512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,M,3.3,3,1,0,90,9,8,1,31,1,19
O novo poder,2018,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,5,3,0,348,24,54,3,45,2,36
A Morte da verdade,2018,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,F,4.2,36,11,0,1.090,72,502,40,226,4,386
Esqueceram de Mim,2018,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,0,0,0,5,0,8,1,2,0,10
De volta para o futuro,2018,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,9,1,0,638,2,117,9,161,1,79
E.T. - O extraterrestre,2018,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,14,1,0,294,4,175,23,184,1,152
Esqueceram de mim,2018,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.3,7,0,0,614,10,160,15,172,1,145
Você foi enganado,2018,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,F,3.8,10,1,0,356,6,57,3,85,2,50
Leonardo da Vinci - Edição de Luxo,2018,640,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.7,5,0,0,119,21,46,13,15,2,40
Por que nós dormimos,2018,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,F,4.4,43,5,1,1.189,185,377,44,188,1,298
